2008,2,25,nan
2008,2,26,nan
2008,2,27,nan
2008,2,28,nan
2008,2,29,nan
2008,3,3,nan
2008,3,4,nan
2008,3,5,nan
2008,3,6,nan
2008,3,7,nan
2008,3,10,nan
2008,3,11,nan
2008,3,12,nan
2008,3,13,nan
2008,3,14,nan
2008,3,17,nan
2008,3,18,nan
2008,3,19,nan
2008,3,20,nan
2008,3,24,nan
2008,3,25,nan
2008,3,26,nan
2008,3,27,nan
2008,3,28,nan
2008,3,31,nan
2008,4,1,nan
2008,4,2,nan
2008,4,3,nan
2008,4,4,nan
2008,4,7,nan
2008,4,8,nan
2008,4,9,nan
2008,4,10,nan
2008,4,11,nan
2008,4,14,nan
2008,4,15,nan
2008,4,16,nan
2008,4,17,nan
2008,4,18,nan
2008,4,21,nan
2008,4,22,nan
2008,4,23,nan
2008,4,24,nan
2008,4,25,nan
2008,4,28,nan
2008,4,29,nan
2008,4,30,nan
2008,5,1,nan
2008,5,2,nan
2008,5,5,nan
2008,5,6,nan
2008,5,7,nan
2008,5,8,nan
2008,5,9,nan
2008,5,12,nan
2008,5,13,nan
2008,5,14,nan
2008,5,15,nan
2008,5,16,nan
2008,5,19,nan
2008,5,20,nan
2008,5,21,nan
2008,5,22,nan
2008,5,23,nan
2008,5,27,nan
2008,5,28,nan
2008,5,29,nan
2008,5,30,nan
2008,6,2,nan
2008,6,3,nan
2008,6,4,nan
2008,6,5,nan
2008,6,6,nan
2008,6,9,nan
2008,6,10,nan
2008,6,11,nan
2008,6,12,nan
2008,6,13,nan
2008,6,16,nan
2008,6,17,nan
2008,6,18,nan
2008,6,19,nan
2008,6,20,nan
2008,6,23,nan
2008,6,24,nan
2008,6,25,nan
2008,6,26,nan
2008,6,27,nan
2008,6,30,nan
2008,7,1,nan
2008,7,2,nan
2008,7,3,nan
2008,7,7,nan
2008,7,8,nan
2008,7,9,nan
2008,7,10,nan
2008,7,11,nan
2008,7,14,nan
2008,7,15,nan
2008,7,16,nan
2008,7,17,nan
2008,7,18,nan
2008,7,21,nan
2008,7,22,nan
2008,7,23,nan
2008,7,24,nan
2008,7,25,nan
2008,7,28,nan
2008,7,29,nan
2008,7,30,nan
2008,7,31,nan
2008,8,1,nan
2008,8,4,nan
2008,8,5,nan
2008,8,6,nan
2008,8,7,nan
2008,8,8,nan
2008,8,11,nan
2008,8,12,nan
2008,8,13,nan
2008,8,14,nan
2008,8,15,nan
2008,8,18,nan
2008,8,19,nan
2008,8,20,nan
2008,8,21,nan
2008,8,22,nan
2008,8,25,nan
2008,8,26,nan
2008,8,27,nan
2008,8,28,nan
2008,8,29,nan
2008,9,2,nan
2008,9,3,nan
2008,9,4,nan
2008,9,5,nan
2008,9,8,nan
2008,9,9,nan
2008,9,10,nan
2008,9,11,nan
2008,9,12,nan
2008,9,15,nan
2008,9,16,nan
2008,9,17,nan
2008,9,18,nan
2008,9,19,nan
2008,9,22,nan
2008,9,23,nan
2008,9,24,nan
2008,9,25,nan
2008,9,26,nan
2008,9,29,nan
2008,9,30,nan
2008,10,1,nan
2008,10,2,nan
2008,10,3,nan
2008,10,6,nan
2008,10,7,nan
2008,10,8,nan
2008,10,9,nan
2008,10,10,nan
2008,10,13,nan
2008,10,14,nan
2008,10,15,nan
2008,10,16,nan
2008,10,17,nan
2008,10,20,nan
2008,10,21,nan
2008,10,22,nan
2008,10,23,nan
2008,10,24,nan
2008,10,27,nan
2008,10,28,nan
2008,10,29,nan
2008,10,30,nan
2008,10,31,nan
2008,11,3,nan
2008,11,4,nan
2008,11,5,nan
2008,11,6,nan
2008,11,7,nan
2008,11,10,nan
2008,11,11,nan
2008,11,12,nan
2008,11,13,nan
2008,11,14,nan
2008,11,17,nan
2008,11,18,nan
2008,11,19,nan
2008,11,20,nan
2008,11,21,nan
2008,11,24,nan
2008,11,25,nan
2008,11,26,nan
2008,11,28,nan
2008,12,1,nan
2008,12,2,nan
2008,12,3,nan
2008,12,4,nan
2008,12,5,nan
2008,12,8,nan
2008,12,9,nan
2008,12,10,nan
2008,12,11,nan
2008,12,12,nan
2008,12,15,nan
2008,12,16,nan
2008,12,17,nan
2008,12,18,nan
2008,12,19,nan
2008,12,22,nan
2008,12,23,nan
2008,12,24,nan
2008,12,26,nan
2008,12,29,nan
2008,12,30,nan
2008,12,31,nan
2009,1,2,nan
2009,1,5,nan
2009,1,6,nan
2009,1,7,nan
2009,1,8,nan
2009,1,9,nan
2009,1,12,nan
2009,1,13,nan
2009,1,14,nan
2009,1,15,nan
2009,1,16,nan
2009,1,20,nan
2009,1,21,nan
2009,1,22,nan
2009,1,23,nan
2009,1,26,nan
2009,1,27,nan
2009,1,28,nan
2009,1,29,nan
2009,1,30,nan
2009,2,2,nan
2009,2,3,nan
2009,2,4,nan
2009,2,5,nan
2009,2,6,nan
2009,2,9,nan
2009,2,10,nan
2009,2,11,nan
2009,2,12,nan
2009,2,13,nan
2009,2,17,nan
2009,2,18,nan
2009,2,19,nan
2009,2,20,nan
2009,2,23,nan
2009,2,24,nan
2009,2,25,nan
2009,2,26,nan
2009,2,27,nan
2009,3,2,nan
2009,3,3,nan
2009,3,4,nan
2009,3,5,nan
2009,3,6,nan
2009,3,9,nan
2009,3,10,nan
2009,3,11,nan
2009,3,12,nan
2009,3,13,nan
2009,3,16,nan
2009,3,17,nan
2009,3,18,nan
2009,3,19,nan
2009,3,20,nan
2009,3,23,nan
2009,3,24,nan
2009,3,25,nan
2009,3,26,nan
2009,3,27,nan
2009,3,30,nan
2009,3,31,nan
2009,4,1,nan
2009,4,2,nan
2009,4,3,nan
2009,4,6,nan
2009,4,7,nan
2009,4,8,nan
2009,4,9,nan
2009,4,13,nan
2009,4,14,nan
2009,4,15,nan
2009,4,16,nan
2009,4,17,nan
2009,4,20,nan
2009,4,21,nan
2009,4,22,nan
2009,4,23,nan
2009,4,24,nan
2009,4,27,nan
2009,4,28,nan
2009,4,29,nan
2009,4,30,nan
2009,5,1,nan
2009,5,4,nan
2009,5,5,nan
2009,5,6,nan
2009,5,7,nan
2009,5,8,nan
2009,5,11,nan
2009,5,12,nan
2009,5,13,nan
2009,5,14,nan
2009,5,15,nan
2009,5,18,nan
2009,5,19,nan
2009,5,20,nan
2009,5,21,nan
2009,5,22,nan
2009,5,26,nan
2009,5,27,nan
2009,5,28,nan
2009,5,29,nan
2009,6,1,nan
2009,6,2,nan
2009,6,3,nan
2009,6,4,nan
2009,6,5,nan
2009,6,8,nan
2009,6,9,nan
2009,6,10,nan
2009,6,11,nan
2009,6,12,nan
2009,6,15,nan
2009,6,16,nan
2009,6,17,nan
2009,6,18,nan
2009,6,19,nan
2009,6,22,nan
2009,6,23,nan
2009,6,24,nan
2009,6,25,nan
2009,6,26,nan
2009,6,29,nan
2009,6,30,nan
2009,7,1,nan
2009,7,2,nan
2009,7,6,nan
2009,7,7,nan
2009,7,8,nan
2009,7,9,nan
2009,7,10,nan
2009,7,13,nan
2009,7,14,nan
2009,7,15,nan
2009,7,16,nan
2009,7,17,nan
2009,7,20,nan
2009,7,21,nan
2009,7,22,nan
2009,7,23,nan
2009,7,24,nan
2009,7,27,nan
2009,7,28,nan
2009,7,29,nan
2009,7,30,nan
2009,7,31,nan
2009,8,3,nan
2009,8,4,nan
2009,8,5,nan
2009,8,6,nan
2009,8,7,nan
2009,8,10,nan
2009,8,11,nan
2009,8,12,nan
2009,8,13,nan
2009,8,14,nan
2009,8,17,nan
2009,8,18,nan
2009,8,19,nan
2009,8,20,nan
2009,8,21,nan
2009,8,24,nan
2009,8,25,nan
2009,8,26,nan
2009,8,27,nan
2009,8,28,nan
2009,8,31,nan
2009,9,1,nan
2009,9,2,nan
2009,9,3,nan
2009,9,4,nan
2009,9,8,nan
2009,9,9,nan
2009,9,10,nan
2009,9,11,nan
2009,9,14,nan
2009,9,15,nan
2009,9,16,nan
2009,9,17,nan
2009,9,18,nan
2009,9,21,nan
2009,9,22,nan
2009,9,23,nan
2009,9,24,nan
2009,9,25,nan
2009,9,28,nan
2009,9,29,nan
2009,9,30,nan
2009,10,1,nan
2009,10,2,nan
2009,10,5,nan
2009,10,6,nan
2009,10,7,nan
2009,10,8,nan
2009,10,9,nan
2009,10,12,nan
2009,10,13,nan
2009,10,14,nan
2009,10,15,nan
2009,10,16,nan
2009,10,19,nan
2009,10,20,nan
2009,10,21,nan
2009,10,22,nan
2009,10,23,nan
2009,10,26,nan
2009,10,27,nan
2009,10,28,nan
2009,10,29,nan
2009,10,30,nan
2009,11,2,nan
2009,11,3,nan
2009,11,4,nan
2009,11,5,nan
2009,11,6,nan
2009,11,9,nan
2009,11,10,nan
2009,11,11,nan
2009,11,12,nan
2009,11,13,nan
2009,11,16,nan
2009,11,17,nan
2009,11,18,nan
2009,11,19,nan
2009,11,20,nan
2009,11,23,nan
2009,11,24,nan
2009,11,25,nan
2009,11,27,nan
2009,11,30,nan
2009,12,1,nan
2009,12,2,nan
2009,12,3,nan
2009,12,4,nan
2009,12,7,nan
2009,12,8,nan
2009,12,9,nan
2009,12,10,nan
2009,12,11,nan
2009,12,14,nan
2009,12,15,nan
2009,12,16,nan
2009,12,17,nan
2009,12,18,nan
2009,12,21,nan
2009,12,22,nan
2009,12,23,nan
2009,12,24,nan
2009,12,28,nan
2009,12,29,nan
2009,12,30,nan
